error_id,session_id,student_id,stage,error_scope,error_message,raw_error,round_index,metadata,recorded_at
377dab925ff1466890c2cb4180a6ba09,e50c980507954e9faab9355a9a7988c8,4号,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:14:45.436000
7225b6f357eb422b8d07961d7dc0970c,e566af60059948d9a2377e746d0c0a32,48,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:14:50.056000
6f91399530b044719d5fb3bd116c8f01,c2aa3c13793148bba1eb31f181391b9a,13,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:03.826000
7e1bf81c2c6a4ebab3814a05ccf49f8d,4e38cfadb9384a35b6575d46f922d449,17,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:13.193000
488b23eff9824d5ab1164d56cb38be9e,989ea1dd970b47fcb54add063e899444,27,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:14.238000
4c8d895d13fe44a6a892cc16258e1248,ef6089e70115433f826b2fb7ca8a9e8d,32,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:16.296000
11350b59286547b58c87c79bd3e4c574,fd89609db4ce4f74bb5a34088cea00fa,2,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:18.634000
e32c7ffa279847aca213c291a3fba7e7,de4d21978f7345b0a4e80ba7538d617f,7,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:32.182000
d7e1f3e6068948928f9ab49f35079789,0da7cf07f26c4b3bb366aa00b857116d,36,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:40.054000
3ce70e1c60224c21ab4f1d4a466df9ea,fd13eb646b5e4b4986aaf389dbbe8896,23,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:47.195000
7d24c0a53cae4018bff94f85a2953d28,44f776e193ac494485e290b107f5d744,40,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:49.792000
9d25b16f68c94830855f1d8cf787755f,7f3cc3500f1c4340973383230874f12c,45,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:50.977000
99e616fdd8f54377924a8182e9b00d4e,2db85724b2a44c2181502df4055bc70d,47,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:51.480000
a8b85a1809684dc38363163b5953332c,e566af60059948d9a2377e746d0c0a32,48,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:15:55.918000
f1b5897ff1444241b413436e426cc909,90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:12.986000
ace06a00626842a790db6a47c5e473c5,5fec46b95d7d4fb78acc56a847043b53,9,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:14.640000
46b379b42c5a48c7a2f920a5b5be971e,c2aa3c13793148bba1eb31f181391b9a,13,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:17.385000
85bb8fd2c5134c6faf5139d4366de3ac,f8e13ed1707c471bb7833654466858a8,18,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:17.387000
2d7d3fd57cb94195b1e1669f9520b8b6,b48634af6a9b41568ddfd1e366eab63e,44,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:19.513000
164ec310d2b748bea3be9c1d4f30f5b4,616a3dd7c60a4deeaf056c468606b0fa,19,defense_question,backend,Defense question response was not valid JSON,YandaojieDefenseServiceError('Defense question response was not valid JSON'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:19.962000
41bba3733cea4b89b32476ca337ac259,b5aba6b8fab84f859491d4c5e78a841b,22,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:22.290000
baba9d6a376c4442ad4037d060c4d5b9,ae331b4e716b477babdbd02452383b7a,10号,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:24.229000
eb1711e8f3814846b79a4e76c28c373e,f9fe30e6c18447d1b956d9faaaa978b5,20,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:24.851000
81be4789171948d2b1c84df38de689cb,989ea1dd970b47fcb54add063e899444,27,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:29.491000
b92274659faa4cd3b7720ebcea955137,aa1383ea890b49d3bc627a6b69811cdd,31,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:39.683000
1083cf68ea8843a7ad62f0a1cf7e9a5b,51d1dda69cc84de6b3994e33d456c7e2,4,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:40.555000
a04250f90b2f439f8cc571f046521b1e,26c2fc93fd9b4f1fa3cd64c214c2bf80,46,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:40.722000
409a9ea0ba5747e0b1990efb6f024ebb,0f43e1e032014d5ca2c8320804c1e5b8,24,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:41.029000
9c57e9b5b4fa4c3cb4baa3370c2519f4,fd89609db4ce4f74bb5a34088cea00fa,2,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:49.123000
ef048d808d674bb4ba9a752bb738a463,6e0f02619a0740bb9fd045cf68816ee6,43,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:16:50.471000
56d747043b0a48a098d22246e7efd3e2,cda0296923954328a259094a34baba3b,39,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:32.846000
5a363054f8c741b895fed766ea4d9e9f,90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:54.128000
90cd162e404d479b9d13ff93e66a613b,fd89609db4ce4f74bb5a34088cea00fa,2,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:55.882000
6370850391a34ff7ba7c3cdbf290046a,51d1dda69cc84de6b3994e33d456c7e2,4,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:56.351000
3dffe9ea95174b25aff8f749a3d77cb8,6e0f02619a0740bb9fd045cf68816ee6,43,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:56.973000
e7d1b44b5edf441c9762099cd0eb17ad,9119132b68c94cd9ac3ffa2c594213b9,16,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:17:57.870000
386fdd56bbb44f4294f45cf4d0ef3342,b9524ce276114336bc48003f5718978d,41,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:10.102000
1b26c7f1ff7f4f51bf92549bec7bba61,0f43e1e032014d5ca2c8320804c1e5b8,24,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:24.500000
4d476c59da094ae78598aed0de30b516,02329085c48d43e9b84eedc709165344,23,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:28.760000
cf5a1b0418154e38ab9a1117fd99f8e9,b5aba6b8fab84f859491d4c5e78a841b,22,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:34.237000
5e29f76f91bb4764a15701232eca91f9,b7aa2e2bfe744bb2a82e80cc37cb512f,27,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:38.451000
1ff726aab5cb45228d9814edb8ac75e7,44f776e193ac494485e290b107f5d744,40,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:41.364000
c733a0be99e84f97ae1abed7cc260c05,989ea1dd970b47fcb54add063e899444,27,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:52.358000
e589e51cab7d4d3a8a373b385930c1ec,04275294032e4eb3b850d2f0044dc615,28,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:54.150000
d1a4ad461862469c955b550878cf98c4,90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:18:57.852000
9acb8a24ead5404ba5379c110133c4e2,6e0f02619a0740bb9fd045cf68816ee6,43,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:01.703000
7d69f21dd2534fab895f29194fb99b39,aa1383ea890b49d3bc627a6b69811cdd,31,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:02.829000
447f7762467f4e15856f8a96af0cf9fa,e3a8110ea8784469b2cfdac52536345f,36,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:06.453000
f2533a66f59f4d509fe90f87af6d01d8,fd89609db4ce4f74bb5a34088cea00fa,2,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:13.791000
eb32ec99bd3e485ab7c2427c4d581611,51d1dda69cc84de6b3994e33d456c7e2,4,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:16.879000
b5048a3d9f124cfeab2844e4f1a704a7,2db85724b2a44c2181502df4055bc70d,47,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:17.394000
031666e3763f415cbec15e0c19ce2596,4e38cfadb9384a35b6575d46f922d449,17,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:20.879000
64b904c9cb6148a2913c13ad6d344449,3992a17dd4a74de7b62058837288c760,46,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:23.025000
98b2a0863f5c4f67b4b7097ceceeb017,de4d21978f7345b0a4e80ba7538d617f,7,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:28.211000
3d9ed4405da64a44a0a45350787b97cd,b48634af6a9b41568ddfd1e366eab63e,44,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:34.171000
a2f938dab7a14803a96cf497c4c948ab,6ff87720193445459407f9f877b3cd28,8,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:35.451000
1dabacae00514e3caf3458309653ceed,0f43e1e032014d5ca2c8320804c1e5b8,24,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:45.814000
0a6685d81bd8412fb06c546206dd11ec,cda0296923954328a259094a34baba3b,39,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:19:48.362000
34f76c2d330b40959b6bbb577e8c654d,90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:01.393000
21b1c83fe9cd47a789c3daebb29b77a5,04275294032e4eb3b850d2f0044dc615,28,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:03.248000
ef46dcb753db42e5b1a5bdf731151a80,616a3dd7c60a4deeaf056c468606b0fa,19,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:03.836000
69df93e8dbf745e49fdada6ef4cb8a7a,9119132b68c94cd9ac3ffa2c594213b9,16,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:04.077000
68be96f6f546412cb26a21b5ac7041a3,aa1383ea890b49d3bc627a6b69811cdd,31,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:13.644000
a64b1d0a5e5c4ad2a18351dacc770434,ea41f410759f44c5b83b38458f6a6f8b,1,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:19.780000
2ea248a2dc5c44ae990630a72299675d,b9524ce276114336bc48003f5718978d,41,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:27.019000
d6783ec4e6a0439486eb2ee6c1e18ad3,3992a17dd4a74de7b62058837288c760,46,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:32.986000
c9b868b44b124cf980389e4d97145aa2,915041d2bcf84ba2876a5556929ac860,3,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:41.934000
5b171d3c89b3455f9c4106b7bebf6916,51f8c6bcb49349369b1e3668e83ff5f7,26,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),4,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:44.757000
72322bf8daf64a48898a871f2df12a7d,b7aa2e2bfe744bb2a82e80cc37cb512f,27,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:44.973000
6715085236e443bba5accd2a7de11d3b,44f776e193ac494485e290b107f5d744,40,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:45.821000
9969145018814d03b825501826412194,fea502ff1e7746e39961439affde92a0,11,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:49.478000
a190d335e5a94bec9f32c5131a6fb3c7,b5aba6b8fab84f859491d4c5e78a841b,22,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),3,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:20:52.621000
c59882bb30e4403d89acf790051fb2f2,90c4b4bdd09c4c86b24a5fb4e12a7f57,14,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:03.372000
c4f7ad25b5b9412b96e79fbbe00f62df,04275294032e4eb3b850d2f0044dc615,28,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),1,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:05.792000
c8d65eb56bd64dc281d51777bfb0939f,9119132b68c94cd9ac3ffa2c594213b9,16,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:09.579000
03c466c2c8bf47f98a26faf7eb94983c,e3a8110ea8784469b2cfdac52536345f,36,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:10.891000
946e29e19afd4a49a49461fcc5df1e8c,6e0f02619a0740bb9fd045cf68816ee6,43,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),2,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:17.494000
fcb92841887148e2849129e1183639af,4e38cfadb9384a35b6575d46f922d449,17,defense_question,backend,Unable to generate a Yandaojie defense question,YandaojieDefenseServiceError('Unable to generate a Yandaojie defense question'),0,"{""subject_id"": ""math"", ""subject_topic"": ""《可爱的小猫》""}",2026-05-28T02:21:25.545000
