session_id,student_id,subject_label,subject_topic,objective_index,objective_text,learned,questions
51f8c6bcb49349369b1e3668e83ff5f7,26,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对前后的数同时乘或除以一个相同的数，图形形状不变。,
fd13eb646b5e4b4986aaf389dbbe8896,23,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何用数对绘图,
04275294032e4eb3b850d2f0044dc615,28,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对的横轴，纵轴和数对的表示方法,
f8e13ed1707c471bb7833654466858a8,18,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,在一个数对中，横纵数对同时乘或除以一个相同的数（0除外），图形的形状不变,
6ff87720193445459407f9f877b3cd28,8,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对变化图形也会变化,数对怎么变图形才不变
90c4b4bdd09c4c86b24a5fb4e12a7f57,14,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对的表达，如何用数对表示一个点的位置,
b9524ce276114336bc48003f5718978d,41,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,知识,1加1为什么=2
02329085c48d43e9b84eedc709165344,23,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何用数对绘图,
51d1dda69cc84de6b3994e33d456c7e2,4,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对是如何表示的,
3992a17dd4a74de7b62058837288c760,46,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何找规律,数对的位置
2e42899c36c746cd853cfe12a521a967,32,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,一个图的一个点所表示的数对同时乘一个数，样子才像,
13aa04b0bbc5473c8c1810cfad6e99b4,30,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数的前项和后项同时乘或除以一个相同的数，画出来的图形才像,无
e3a8110ea8784469b2cfdac52536345f,36,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对里两个数字同时乘一个不为零数，大小改变，形状不变,
b7aa2e2bfe744bb2a82e80cc37cb512f,27,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,掌握数对的前后顺序,
a1bce2b9686e4ca6b5f1c83476712f30,2,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何观察图中数对找规律继续写数对并根据数对画图,
94b181e961a641b6aa3af8608a89a32d,4号,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对的表达方式,
3d4477092d3d4cfb82586577890d4b1c,27,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,掌握数对的前后顺序,
354ef0f134e644d6806f11c4fc0f0a40,28,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对的横轴，纵轴,
153f88f4ab714aebb5ed5b63aaa85a32,4,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,我学到了数对的写法,
c5d67a1127d54c8aa706b1826d4e541b,47,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何找到了列,
a971216b7b594eb9a44d0b30579d1f10,31,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,以图形的大小和数对来确定图形的变化,有时候找不准数对要花很多时间
5440b4482e5b4aa0800a1a6253001a58,36,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,数对里两个数字同时乘或除以一个不为0的数，大小发生变化，形状不变,
fc379f78b1ae4b1c9d7b17148b412931,48,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,加减乘除  回答问题,
52d58862ddc8468d8a43ac52d1175674,27,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,掌握数对的前后顺序,
8b55bd6ad65c492593e83ace727895fc,47,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,如何找到列,
142a6db4fca14a13920065b3b1f8cdb7,32,数学,《可爱的小猫》,0,经历将“小猫乐乐”在方格纸上利用“数对”放大的探索过程，通过“填一填”“画一画”等活动，体会用“数对”的变化进行图形的放大与缩小的方法，积累数学活动经验。,一个图里的一个点所表示的数对同时,
2bf6e45de03b49ce9a0f5a7667dd26df,47,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,物质有化学变化和物理变化：化学变化会产生新物质，大部分发光发热有气味；物理变化不改变物质。,
8686ac17eee846eb9c7ce70b3cc78309,9,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,数学,HTRJFFFFTHETJ
3ac3618bf69e4bce87ee86bdd7ab45ce,24,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,"化学变化：产生了新物质（大部分发光·发热，有气味有颜色）
物理变化：没有产生新物质（形态大小）",
9e13154a719b4568a7545db96ae41399,21,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,"产生了新物质是化学变化，会发光发热，有气味，会变色。
物理变化是没有产生变化，形态，大小改变。",柠檬水为什么会将碘伏变色？
d515f1485a784470932d2f7229d16353,31,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,物理变化和化学变化的区别,
dc767e9f91a84de382c415741b61e807,42,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,化学和物理变化,
032655a90f5d46edb4560e9e01a48618,28,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,.;;;;;;_GDRO,3UIT8R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7R7A
9e204997ff1243dcb032c49dded94751,14,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,化学的概念,无
218996fbaf4943258149c658c60d1120,4,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,我们的生活中有关于化学或物理的变化,
8f72d667a57644c9987d553aecf602c0,34,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,生物的多样性,
b818aeb93ab34652be26861827f54707,19,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,物质有化学变化和物理变化,为什么会发生物理或化学变化
8da7d5f43f8a4908939bf9dd7b09cdd2,13,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,化学反应和物理反应的区别，化学反应和物理反应分别是什么,
525a15b07d2144dbaa587a52ed57a930,45,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,亲代和后代,
fea720bd8f784195833e62f0e5012be1,3,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,物质会发生物理变化和化学变化,水是什么无物质
aac7373560cc43d2823294b10143fff9,20,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,化学反应 和 物理反应的区别,
87fbadd962794d608111579898b0b16a,40,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,"化学变化产反应会产生新物质。
物理反应仅改变形态。",。
0ea178d3b6224d72bbc0304efe490729,7,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,化学   物理,
98fe8f9938f74c26b7971726ce9a6f08,36,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,关于宇宙的变化,"没有
"
bb34f27a16f34e7caa55b9448ed2cd75,37,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,关于宇宙的许多知识，比如银河系及河外星系,无
3035001a22044d3980ea96fefc632153,27,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,学到了关于物质的变化 比如经过化学变化可以产生新物质大部分有颜色会发光 还有物理变化但是它产不能产生新物质,？还能经过什么样的变化可以产生成新物质
3e421096410f4e7cb892aa18c19d15de,32,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,各种物质都在不断地变化它与生活息息相关有的是物理变化有的是化学变化。米饭经过蒸熟才会变成饭,
2047034e88b246e88806e2591d5fe6c5,10,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,12,
4878391969fa4a15af19e670b116c97e,1,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,梅兰芳被迫报名缴费破密集破解恐怕高科技xd,u体育教育玉兔语言兔兔鱼鱼鱼雨衣vu看看与i辅以研讨会在任天堂然后发货人太搞笑人妖号让他死刑复核一下他输入用户，9了。8䣡i与解封一具遗体于寄托于突出贴图吐槽与i液体崔uiu有哦iuiui故意囧iu尽快把关于uuuuuuuuuuuu衣裤偶咯卡具骷髅比较活泼i看力破IP破IP【噢破破批判oi呸呸呸
7d9175e495e84ad19a4d45d0ceb0a2ae,16,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,"化学变化    产生了新物质
物理变化   没有产生新物质",
072eb362fa264e33bc4d1739c87b34ab,5,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,我学到了物质的变化有化学变化也有物理变化，化学变化是产生了新的物质，物理变化是没有产生新物质,
378eb07ed3a1452c87dc59f269933407,17,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,产生新物质是化学反应；没产生是物理反应,暂无
e035177fe64b41ea8e68e43d85e696c6,12,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,物理变化与现时变换,
6a87f4c7c5834a95b7f35dfc5badab5d,38,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,,
27ea6a2d60514128912207248f0c8b86,23,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,生物的多样性,
3d3f6882a3d1435c8ca997257167b69c,2,科学,《厨房里的物质变化》,0,能列举生活中常见的物理变化（如水结冰、盐溶解）和化学变化（如苹果氧化、铁锅生锈）实例，并用“是否产生新物质”这一核心标准对物质变化进行初步分类。,"化学变化是产生新物质
物理变化没有产生新物质",
